review,sentiment
"Never mind the serious logic gaps, never mind the achingly cliche character portrayals, never mind the haphazard writing, and you might like this movie. The main character Alyssa was supposed to be endearing, the heroine who you root for to be saved,(or in this case, save herself) But instead she merely grates, and makes one wonder, are all pro ballerinas really that stupid? Her busybody mother was obviously only necessary to further propagate the illusion that ballet companies are evil monsters ready to snatch your poor, innocent, young girl from your grasp, with an ever present, biting artistic director/villain. And the cliche's! Not only does she become anorexic, bulemic, an over the counter junkie, and a pathological liar, but all in the course of a few months. It's like the writer read every horror story he could dig up about ballet and decided to see how much he could cram into two hours, (with commercials).<br /><br />Believe it or not, but I am a dancer. This ""uprising"" or ""resurgence"" of anorexia and bulemia that is happening is nonexistent at all of the dance schools I have attended. In fact, the teachers are so scared to even suggest that a girl might stand a better chance a few pounds lighter, most of the dancers in my classes would be actually considered minorly overweight. I'm not saying eating disorders never occur, but not to the extent as it was portrayed in the movie.<br /><br />Another annoying problem this movie had was the means-to-an-end writing style. Her on again off again boyfriend probably had all of half an hour total screen time, all in the first half. The other supporting characters were merely props, decorations to further the story. Given the right dialogue, this would have been a very intricate mind study of a psycological problem. As it is, it turns into a one woman show, and Kimberly McCullough doesn't have the chutzpah to pull it off.<br /><br />To a non dancer, this movie would be a supposed ""insight"" into what really goes one behind closed doors at a ballet company. To a dancer, this is a very insulting movie, which portrays ballerinas as stupid and parents as pushy and ill informed. Those adjectives more correctly describe the people who got this on the air in the first place. 3/10",negative
"This show seemed to be kinda good. Kyra Sedgwick is an OK actress and I like police series, but somewhere in the production this program went awfully wrong. <br /><br />First of all, the writers should have more suspects than one, you know who did it EVERY TIME!!!!! That makes it boring. The main character is unbelievably annoying and its not believable in any way. I know they wanted her to be tough, but shes mean, stupid and a bad chief. The crimes are uninteresting and bland, and its just lame all the way. As stated above, I hate it.... <br /><br />All in all, this was a big disappointment and very bad indeed...",negative
"What should i say? I only saw this flick for curiosity, and this is truly a shame... I grew up in Brittany with stories of celtic legends, and spent 5 years in Rennes, the town in which this film is said to take place... Shame that not any actor nor camera from this flick ever arrived in Rennes. They could at least have chosen a likely town, or a likely forest, but nothing even SEEM like Brittany nor Rennes... And calling it a film about celtic legends is really making a fool of the audience. Besides those details, it could have been a good film, but it's crap. Silly scenario, silly characters and no originality. Definitely to avoid.",negative
"More of a Frisbee like turtle with fangs that go up like a wart hog. More battles with people in bird suits that look like people in bird suits. A ping pong ball space ship. Two naughty boys who know how to do everything, including getting on board the space ship. More tiresome music. More ""Gamera is the friend of children"" stuff. I remember when Godzill and Rodan came out. The movies were a lot of fun because the monsters were actually a threat to people. Now they are just a parade of silly costumes with very little behind them. The adults are all ridiculous and moronic. Like in American sitcoms, the kids are the bosses (when in reality they couldn't think their way out of a paper bag). These monster movies must be the Japanese means of partonizing these little snots. Above all, however, is that after seeing three of these movies (with the same plot over and over; check the stock footage), the ultimate conclusion is that they are boring. If you haven't see this one, don't bother.",negative
I believe Cockpuncher to be the best piece of work that has come out of the Steven Seagal factory in a long time. This movie was the first one I have seen since that fine film preview. My point? He is done. Every movie is the same. Maybe he will be good in Machete because he won't be the star. We can only hope.<br /><br />P.S. Thanks for speaking to UCSB when I went to college. It was an amazing speech. You really influenced some people out there.<br /><br />So I have to write ten lines about this movie? Umm....I like the smoker guy who killed a bunch of fools. Whenever anyone smells menthol's LOOK OUT. Because there could be a killer with a silenced glock (and another loud one) who wants to kill you.<br /><br />Is that ten?,negative
"H.G. Wells is spinning. No doubt about it.<br /><br />Really, this would have been a decent sci-fi/adventure movie, if it hadn't been based on a classic novel and directed by the author's grandson. I kept hearing about how this would be the definitive version of the novel. What resulted was a pathetic and simpleminded bastardization.<br /><br />The novel is a great sci-fi story but what a lot of people miss when they read it (probably because they read it when they're very young) is that it's overflowing with social commentary. The Eloi and Morlocks are a satire of the class distinctions of Victorian England, and the overall message of the film is that EVERYTHING DECAYS AND DEGENERATES, a satiric jab at Victorian complacency and their belief that their civilization would last forever. There's no love story, no romance with a beautiful Eloi woman....in the novel, the Eloi are 3-foot-tall childlike beings with a mental capacity not far above that of an animal. The Time Traveler does befriend an Eloi woman but it's clear he thinks of her more like a pet, and anyway she's killed before the novel ends.<br /><br />This movie first tries to give us a totally stupid backstory as to ""why he wants to travel through time."" The treacly romance and the Lessons He Must Learn are enough to make film fans vomit.<br /><br />The journey into the future is punctuated by a future disaster. OK, not bad, but it would have had more punch if we had been allowed to see that mankind just generally degenerates, as in the book. More a reflection of the times, I guess, as the George Pal version had a nuclear war take place.<br /><br />The general story? Ugh. A total misrepresentation of the novel. The Eloi are too competent and warlike. The Morlocks are too intelligent. The UberMorlock is an embarrassment, and there's no setup. He just shows up in time to be killed. Yawn.<br /><br />Samantha Mumba does OK. Guy Pearce is one of my favorites but he often seems confused and in pain. (Reportedly he broke a rib while filming this.) He also looks unhealthy and overly thin, as if he had been ill for a long time before making this.<br /><br />A sad, sorry film version of one of the world's classics. H. G. Wells deserves better....MUCH better.<br /><br />",negative
"I worked on this atrocity ten years ago. Luckily for me, no one knows it because I didn't make the final cut. And when I saw the movie in the theaters, I was glad! My agents were driven nuts by the (apparently first-time) filmmakers, rewriting the script daily and changing their arrangements with the agencies just as often. They later told me that, once back in California (we shot in Atlanta), these ""professionals"" had 4 1/2 hours worth of footage! Even edited down to 90 minutes, it's at least twice as long as it needs to be. I found Hulk Hogan surprisingly charming, but otherwise -- what a waste of film!",negative
"I don't see much reason to get into this movie in much detail. Sylvester Stallone is once again John Rambo, author and survivor of ""A Season in Hell"", recruited from prison by his only friend, Major Richard Crenna, to secretly return to Vietnam, take photos of the American prisoners believed to be still held in horrible camps, and return without engaging the enemy.<br /><br />Fat chance. What if he actually DID nothing more than sneak in, take pics, and sneak out? Who would come to see the movie? <br /><br />It's essentially a celebration of Stallone's muscles. Preparing for his mission, we see his well-oiled muscles bulging. (They are oiled and bulging throughout.) There is the ritual strapping on of black leather, ugly guns, and even uglier knives. The black guns are cleaned, assembled with loud clacks, and almost as oiled as Stallone's muscles. The bow is tested and, yes, it has enough poundage to drive a bolt through an enemy's forehead. The knife is sharpened with slick snicks.<br /><br />Stallone and one of his POWs are betrayed by one or two of the suits from Washington, cynical politicians who, you can bet, were never even in a fist fight in grammar school. No guts, you know? Just sit around with their feet on the desk and drink foreign beer.<br /><br />The movie does what it set out to do, but what it set out to do is meretricious. It deliberately cashes in on the myth popular in the mid-1980s that there were uncountable numbers of MIAs quietly kept in wretched camps by the North Vietnamese. The bumper stickers were ubiquitous. (Free Our MIAs.) Why would they keep them? It was never quite reasoned out but perhaps to turn the POWs into a slave labor force -- in a country that has absolutely no resource other than labor. Or maybe for their propaganda value as an instrument to humiliate the United States -- a propaganda weapon that the Vietnamese kept secret from the world.<br /><br />As a captive, Rambo is treated in a Medieval fashion by the North Vietnamese. Dipped to his neck in pig excrement and then hauled out of it by his wrists, his muscles still on display. Then, not content with subhuman Vietnamese, a Russian officer is brought in to play the part of the Gestapo officer -- ""Vee haff vays of MAKING you remember."" A high-tech type, the Russian uses psychology and electricity, not just pig dump.<br /><br />Rambo returns and declares that he intends to drift aimlessly until ""this country loves us as much as we love it,"" bringing up another myth that Vets returning from Vietnam were uniformly spat upon and cursed, which is why I guess we elected so many to the Congress and appointed others to high-echelon positions. The last three losing presidential candidates were among that despised group. At least Rambo's aimless drifting left room open for a sequel, which arrived apace.<br /><br />The action movies with Schwarzenegger and Willis and others were leavened by wisecracks but Rambo is humorless. It marches dully through it's phantasmal ideological swamp, killing without mercy, barely speaking, barely able to speak. To speak is a sign of weakness.",negative
"Is it possible for a movie to get any worse than this? There's a bunch of apes wandering about, mumbling b******, acting supposedly silly and we are supposed to laugh? There is no plot here to keep you going in the first place. Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep. Beware: this is not a trashy cult movie, this is trash -period! I can't believe there's even a sequel to this!<br /><br />1",negative
"what ever you do do not waste your time on this pointless. movie. A remake that did not need to be retold. Everyone coming out of the theater had the same comments. Worst movie I ever saw. Save your time and money!!!<br /><br />Nicgolas Cage was biking down hills, swimming in murky water and rolling down hills while being attacked by bees but yet his suit was still perfectly pressed and shirt crisp white until the very last scene.<br /><br />Although a good cast with Ellen Bernstein and Cage the acting was just as unbelievable as the movie itself. It is amazing how good actors can do such bad movies. Don't they get a copy of the script first. If you still have any interest at all in seeing the movie at the very least wait for it to come out on DVD.",negative
"Normally I dont have a problem with gratuitous swearing in films, but this one really annoyed me. All they did was swear. For the whole film. (And, as someone else noted, get cancer) It was boring, rambling and pretentious. I wouldnt If I were you. <br /><br />Its also not that I dont like films which, as most people who like it will claim 'observe life'. I love Eat Drink Man Woman, and all that happens in that is that a load of Taiwanese people lead their lives. But I could relate to them. I have never met anyone who swore as much as the 'actors' in this film, and I used to work on a construction site. So go figure. Having said that William H. Macy made me grin. Once. <br /><br />2/10. Avoid, unless you enjoy tedium.",negative
"Think of a no-budget version of China Syndrome being directed by a film student who idolizes John Woo and you'll get 'Power Play.' The idea was good, but the execution, acting, and dialog absolutely killed it, not to mention ridiculous amounts of violence and disaster sequences that was used to compensate for lack of substance and development of the more interesting parts of the movie.<br /><br />This is the story of a reporter investigating the disappearance of three members of a guerrilla activist group who mysteriously went missing after they broke into the offices of a power plant that is suspected to be causing a frenzy of earthquake. The rather cavalier reporter, going up against what should've been a more ruthless bunch of company execs, is chased around town (along with anyone he speaks to) in order to ""clean"" whatever conclusive evidence might remain of the plant's faults.<br /><br />Unfortunately, there is no real sense of emergency because the characters interact with much hesitancy, coupled with idiotic dialog and a lot of horrible acting. Not to mention, the viewer, who may only be attracted to the movie for it's action genre appeal, is forced to endure a mounting body count and ridiculous amounts of violent shoot em-ups plus earthquake disaster scenes. All of the focus was put in the wrong place to apologetically compensate for the lack of direction and more interesting sequence of events that should've propelled the story. It might've been much better had the filmmakers focused more on a thriller, and paid greater attention to developing the corruption aspects of this story. Creepy villains, a naive reporter, and those who attempt to alert the reporter of the wrong-doing afoot. It is formulaic, but at least it would've been entertaining.",negative
"May I please have my $13.00 back? I would have rather watched ""Hydro- Electric Power Comes to North America"". Again. This is a movie with one voice. The same voice, which comes out of every characters mouth regardless of age or gender. To listen to that voice again I would have to charge at least $150 an hour. And I don't take insurance. It was eerie watching Will Ferrell morph into Woody. But I don't think imaginative casting is enough. One should wait until they have a story before they bother making a movie. Unless he's just doing it for the money. And if that's the case why not just reissue an All-Rap version of ""What's up Tiger Lily?""",negative
"Have just seen this film for the first time after purchasing it on DVD<br /><br />It comes across as a cheap attempt to cash in on the two Conan movies.<br /><br />Unfortunately, this film didn't appear to have the same budget as the Conan films and hence some of the sets and effects aren't as flash and some scenes seem hurried. <br /><br />Nielsen is OK to look at but unfortunately she couldn't act if a gun was put to her head. <br /><br />Arnie's supporting role looked like it was done as a favor to director Fleischer, who also directed Conan the Destroyer. Maybe Arnie wasn't confident that he would go on to headline films like Predator, Total Recall, T2, etc.<br /><br />Some of the female guardians of the talisman early in the film looked like they were struggling to lift their swords and the looks on their faces suggested they were having great fun making this film. I couldn't be so jovial if I was fighting for my life.<br /><br />All this aside, this film required very little concentration to watch and was mildly entertaining. I've seen a lot worse. Two stars.",negative
"Bollywood fans pretty much hold Amitabh Bachan's Mard in high regard but I think it is very overrated. Manmohan Desai collaborated before on movies like Suhaag,Parvarish,Amar Akbar Anthony,Naseeb,Desh Premee and Coolie and I have seen all of them I liked so I had very high expectations before I watched Mard and was bitterly disappointed. My main gripe about Mard is that it feels like Amar Akbar Anthony part 2,maybe Mr Desai ran out of ideas, after all he had been using that formula for years and years. 1. First of all some members of the cast is repeated from AAA, for instance the police inspector who brings up Amar, the Muslim who brings up Akbar, Nirupa Roy and a few more. 2. In AAA Nirupa Roy loses her eyesight, in Mard she loses her voice 3. In AAA there is the famous song (Shirdi wale sai baba)well in Mard we have Amitabh singing Maa Sherawali. Having seen AAA for over 1000 times I noticed that straight away.<br /><br />My other gripes are that some of the situations just seem ridiculous, true Manmohan Desai made leave your brain at the door kind of movies but with Mard I thought he went too far. My last gripe is that compared to songs in previous Manmohan Desai movies I found the songs rather disappointing. I know it has many fans that swear by it but I didn't like it one bit. It actually pains me to write this review because I am such a huge fan and have loved his movies since I was a child.",negative
"So I was sick with the flu one Saturday and the silver lining was that SciFi Channel was having a marathon of dinosaur movies that day - the ""Carnosaur"" trilogy, ""Pterodactyl,"" ""Raptor Island."" Then I flicked ahead on my cable remote to see which movie SciFi placed in its glamorous, Saturday prime-time slot. Some movie I had never heard of before called ""Raptor."" I was pretty excited. The movie begins with some teens driving around in a jeep, when they get stalked and killed by a Velociraptor. I was like, ""Hmmm, that's odd, that looks almost exactly like a scene in ""Carnosaur,"" except it was in the middle of that movie."" Then I sat through some really bad acting and then some guy was suckered into walking into an underground research laboratory where he got eaten by a ferocious T-Rex. Now I'm like, ""Wait a second, that was also a scene in ""Carnosaur."" Then, after I saw some scenes blatantly ripped off from ""Carnosaur 2"", I figured out just what the hell was going on. So basically, Roger Corman & Co. ripped off scenes from the ""Carnosaur"" trilogy to use as the action scenes, weaved in a basic ""dinosaur-runs-amok"" plot, and tried to pass it off as an original movie. Shameful. I don't know who I'm more angry at, Roger Corman or SciFi Channel for trying to pass this off as worthy of the prime-time slot. The only reason why this was worth watching to its conclusion was to pick out the actors/actresses who looked like their counterparts in the ""Carnosaur"" trilogy and guess which scenes would be lifted next. As much as it pains me, being a dinosaur lover, I have no choice but to give this the lowest possible rating because I feel completely ripped off.",negative
"""What symbolism!"" exclaimed a woman as we exited the theater after viewing the Polish brother's paean to Ingmar Bergman. Some symbolism is there all right. But not much. ""Northfork"" adds up to some fine acting weakened by dreary cinematography that fails to make any coherent statement and a muddled story that irritates rather than enthralls.<br /><br />Northfork is a town facing extinction after a new hydroelectric dam goes into operation. It's the early to middle 1950s and a squad of identically dressed state agents, all looking as if they had just answered a casting call for ""The Untouchables,"" have the job of relocating recalcitrant dwellers who fail to appreciate both their immediate peril as well as the proffered bounty for moving. An exciting anti-development movie is always a possibility but let's get real: rural electrification is one of the greatest advances in bringing decent living conditions and a boosted economy in American history. Dams can be built without forced relocation? Not in this country.<br /><br />But this film is less about the plight of homeowners than it is a fantastical creation of a dying young boy's escapist imagination. Nick Nolte is the priest who tends to the lad and much of what he says might have been interesting if the sound was clear enough to hear.<br /><br />Alternating between the black-suited evacuation agents (working for ""lakefront"" land when the dam creates that valuable acreage) and a phantasmagorical collection of weirdos, the film develops neither theme coherently or even interestingly. <br /><br />The cinematography is poor. A washed out, subdued and depressive color permeates the whole film to little dramatic purpose. There is no reason for this vast terrain to be depicted so bleakly. Indeed, a contrast between largely untouched natural beauty and the massive and grim solidity of the evolving dam and power plants would have been very effective.<br /><br />4/10.",negative
"Shame really - very rarely do I watch a film and am left feeling disappointed at the end. I've seen quite a few of Ira Levin's adaptations - 'Rosemary's Baby' and 'The Stepford Wives' - and liked both them, but this just didn't appeal to me.<br /><br />When I read the plot outline - an award winning playwright (Michael Caine) decides to murder one of his former pupils (Christopher Reeve) and steel his script for his own success - I was excited. I like thrillers, Michael Caine's a good actor, Sidney Lumet's a good director and Ira Levin's work is generally good.<br /><br />I won't spoil it for anyone who hasn't seen it yet, but all I'd say is there are LOADS of twists and turns. So many its kind of hard to explain the film's plot line in detail, without giving it away. I enjoyed the first ... 45 minutes, before the twists and turns began to occur and at that point my interest and enjoyment began to fade out. Though I have to give Lumet credit for the very amusing ending which did make me laugh out loud.<br /><br />The main cast - Michael Caine, Christopher Reeve, Dyan Cannon and Irene Worth - were all brilliant in their roles. Though Worth's obvious fake Russian accent got on my nerves slightly (nothing personal Irene, I think any actor's fake accent would irritate me). Not sure if Cannon's character was meant to be annoyingly funny but Dyan managed to annoy and amuse - at the same time.<br /><br />Anyone reading this - I don't want you to be put-off watching this because of my views - give it a chance, you may like it, you may not. It's all about opinion.",negative
"This has to be the most boring movie I ever sat through. It is dreary and drab, has no excitement, the acting by Hulce is terrible as Hulce cannot pull off the proper accent required for this film. The story is stupid and I sure wouldn't recommend this crap for anyone unless you want to die of boredom.",negative
"Never before has such a large cast of ugly people gathered together to make an equally ugly film.<br /><br />Something huge and horrifying is loose in the waters off the Florida coast, something that leaves half chewed up bodies behind in its wake. Unshaven beer dependent Bob thinks he has caught the Thing's ""evil voice"" on tape. Bob's assistant, the amazingly unattractive and painfully skinny Stella, decides to enlist the help of slimy ladies man Peter, an electrician whose equipment may be able to help them locate the mysterious creature. But anyone who sticks their nose too far into the mystery winds up dead, killed by a baboon faced hit-man with a bad perm. What is the terrible secret behind the Sea Killer? <br /><br />Ugly scientists have torrid affairs, inept cops and doctors puzzle over the increasing numbers of corpses, Stella and Peter make out on the beach and characters we don't care about are killed off or munched up. The Sea Killer, a weird combination of an octopus, a shark and a pair of large dentures, never really seems as threatening as it should. The conspiracy behind the monster's creation makes no sense whatsoever. None of the characters are particularly likable, and the ones who might be are killed off immediately. This is a poorly shot, badly dubbed, plot less mess. The whole thing is so scuzzy and smelly it made me long for a hot bath. I've had sushi plates scarier than this film. Avoid it, unless it's the MST3K version.",negative
"The eight Jean Rollin film I have watched is also possibly the weirdest; the intriguing plot (such as it is) seems initially to be too flimsy to sustain even its trim 84 minutes but it somehow contrives to get inordinately muddled as it goes along! A would-be female vampire (scantily-clad, as promised by the title) is held in captivity inside a remote château and emerges only to 'feast' on the blood of willing victims (who are apparently members of a suicide club) As if unsure where all of this would lead him, the writer-director ultimately has the human villain  actually the blank-faced hero's kinky father  ludicrously revealed as a mutant(?!) from the future! The languorous pace and dream-like atmosphere (the cultists wear hoods and animal masks to hide their features from the sheltered girl) are, of course, typical of both the film-maker (ditto the seashore setting at the {anti}climax) and the ""Euro-Cult"" style, as are the bevy of nubile beauties on display. Personally, the most enjoyable thing about the whole visually attractive but intellectually vacuous affair was watching familiar character actor Bernard Musson (who appeared in six latter-day Luis Bunuel films) crop up bemusedly through it from time to time!",negative
"Understand i'm reviewing the film I have seen. I realize virtually all the nudity and gore was cut from this film, thus neutering it completely. When seeing names like Ginger Lynn and Jenna Jameson attached, I knew I wasn't going to get a horror classic, but at the very least I expected gratuitous boobies and bloodshed. But no, this has got to be the most butchered modern horror film, I mean it's easy to tell there is much more to certain scenes', but they suddenly cut away, or the scene just totally ends right as it begins. How does one screw up cannibals' and porn stars? I mean thats a winning formula, it makes me wonder if the director slept with some executive's wife or something, because it is literally amazing how much got cut from this. Reading about it a few years back in Fangoria, I was excited, it looked like a fun film, but unfortunately the true film is locked in a vault somewhere, and we must endure this piece of excrement retitled Evil Breed. Hopefully an unrated cut will be released someday, as I think a good movie exists in this mess, but until then best grab a twelve pack of Bud, cause thats the only way you'll make it through this movie.",negative
"I'm basing this on my observations of one episode I saw last night (9/27/06). I don't think I'll be watching again. The acting was totally wooden, the plot completely predictable, the ending totally unrealistic -- I mean who would believe a 30 million dollar judgment for the death of a recovering drug addict with terminal cancer? The lead actor (Victor Garber) seemed so uncomfortable, almost embarrassed in his role -- perhaps he realized how bad the writing was!! I fully realize that the drama offered this season is pretty poor, but they can surely find better writers. Maybe they are outsourcing the writing to India or China!! I'll bet we won't be seeing this one next season!",negative
"This movie makes Canadians and Brits out to be asinine, moronic idiots. The men get stoned/drunk, and then they yell/beat each other up in almost every scene. The women are superfluous to the story  I do not understand what they are there for  they spend every scene causing a ruckus, or worse, milling around like mesmerized cattle. Apparently, Canadian women are either quarrelsome vulgar tramps or hulking hippie chicks. It's the standard knocked-up girlfriend, her loser boyfriend and his wicked mother ludicrousness that we have seen in countless movies before.<br /><br />Every character here is a carping, infantile stereotype. Not to mention that they all looked like they need a shower! And the idea of any kind of scene implying sex with George Wendt  shudder  is enough to make anyone gag! I watched the movie because Samuel West was in it  but I cannot understand why he would have accepted a role like this. Maybe he needed the money. Ian Tracey is a superb actor - the only one with a vague redeeming moment, but his talent is wasted here.<br /><br />As for the rest of the plot  the three imbeciles trying to get their dope back  yawn - or Karl  who is dead, but who is actually a character very much alive in the minds of those left behind (almost like Rebecca in Alfred Hitchcock's masterpiece  although I am ashamed to even have thought to compare these two films), why even bother? Karl is so galling that you find the circumstances of his death gratifying.<br /><br />By the end of this wretched movie, I thought they would all have been better off going down with him on that boat!",negative
"When one of my friends recommended this to me, raving about how well it was filmed, the underlying themes and the general greatness of the film, I obviously expected an amazing, at least entertaining film.<br /><br />The two hours I spent watching this turned out to be a huge disappointing waste of my time.<br /><br />I understand that this movie is meant to be surreal, but even in surreal movies, there is something which anchors it down, even if it is only in the slightest. This movie, on the other hand, felt forced and fake. A lot of the shots were unnecessary and watching it made me think the director was trying to hard to be artistic.<br /><br />The acting was poor, and the relationships between characters were not nearly developed enough. Maybe that's just me missing something that others could see but I hadn't even realised there was any sort of attraction between Dae su and Migo before they started getting at it like rabbits randomly half way through the film. Then again, maybe this film was just bad.<br /><br />I am not against violence in movies, but in this one, almost all of it was just unnecessary. Throughout all the fight scenes I felt myself cringing at how painfully cliché it all was.<br /><br />And the plot? The word laughable comes to mind. I would be amused if I hadn't wasted two hours of my life following this poorly thought out and ridiculous plot. Despite all the movie's flaws, by the end of it, I was expecting something interesting to conclude it. I won't discuss the ending, because I wouldn't want to ""spoil"" the movie for those who haven't seen it. Just that the metaphor ""Be it a rock or a grain of sand, in water they sink as the same."" cannot be used as an explanation for everything.<br /><br />This entire movie was made for shock value and shock value only. I just hope sooner or later people will stop being so pretentious and recognise a bad movie for what it is. I've seen many other great Korean films and it depresses me that people have hailed Oldboy as the best.",negative
"The movie was a pleasure to watch if you are a fan of the Stooges. The story is told from the point of view of Moe Howard and his relationships with his brothers Shemp and Jerome (Curly) Howard, also the life long friendship with Larry Fine. The movie deals mostly with the off camera high points and pit falls of the Stooges multi decade career. The casting director and makeup artist did a fair job of finding actors who resembled the famous ensemble. The actor who plays ""Curly"" Howard did a fine job of portraying the on camera antics of the most beloved Stooge. A must see for any fan of Three Stooges shorts.",negative
"Well, shuck me sideways. I haven't seen a home movie this bad since the abysmal 13 SECONDS or HALF CASTE. Someone should take away this guy's Sony Handycam! This movie proves that just because you can make a movie on your camcorder for $20, doesn't necessarily mean you should.<br /><br />I remember that one of the things that Robert Rodriguez wrote in his book, ""Rebel Without a Crew"" was that when you set out to make a no budget feature, you have to use whatever assets you have at your disposal. Rodriguez says that you should take an inventory of all the locations and props that you can beg, steal and borrow from your friends. Robert Rodriquez was friends with the Mayor of some town in Mexico, so the Mayor let him shoot all over for free. What you got in EL MARIACHI was a movie that looked like it cost much more than the actual budget.<br /><br />I'm sure that the director of this movie has a copy of that book, and he took that advice to heart. In this case, he was apparently friends with a guy who owned a cornfield where they put on a haunted house every year. Seems like a pretty good location for a scary movie, but it's hard to keep a cornfield interesting for 90 minutes. Not a single installment of the CHILDREN OF THE CORN series spent more than a few minutes in the cornfield. Hitchcock only spent about ten minutes in one in NORTH BY NORTHWEST. Take a hint, fella... cornfields don't make for riveting cinema. It would have been good if the director would have had more friends with more locations, because this thing gets pretty tedious after the first 15 minutes. This movie looks like it cost about $30. (or whatever it cost in admission to the cornfield maze).<br /><br />Apparently he couldn't even find anyone to act in his movie, so he cast himself. Big mistake. Here's a thought, if you really want to make a movie, get an actor. So, as far as assets go, it seems like the cornfield maze is the only thing the poor guy had. Maybe he thought that was enough. In fact, I'm going to go out on a limb and say that I KNOW he thought that was enough because the movie, before it captured the coveted honor of being the sequel to DARK HARVEST, was called simply THE MAIZE: THE MOVIE. Maybe this he's already planning THE MAIZE: THE MUSICAL or even THE MAIZE: THE MINI-SERIES.<br /><br />Our Jack-Of-All-Trades (and yes, the Master of Nothing part of that saying is definitely appropriate here) plays a psychic dad who can tell when bad things are going to happen. Think of the character from the DEAD ZONE, but not anywhere near as good an actor as Christopher Walken or even Anthony Michael Hall. Psychic Dad has a premonition that his two daughters, who are at the corn maze with mom, are going to be killed. He rushes to save them. From that point on, the whole movie is spent watching Pyschic Dad run around in a cornfield, looking for his two daughters. He finds the two little girl ghosts from THE SHINING, and he helps solve the mystery of their murder.<br /><br />Shot on a $200 Handycam. The director cast himself. Edited on iMovie. Improvised story. If that's not enough to keep you away from this a-maize-ingly corny catastrophe, consider this as a final warning... The WHOLE MOVIE takes place in a cornfield, boils and ghouls. Here's Ghoulie Guru's tip on how to save some money and still feel like you've seen this movie. Next time you see a cornfield, stop the car. Take a flashlight and go run around in there for like 90 minutes.",negative
"The moral of this show is that bad eating habits give people bad hair, bad taste in clothes, bad posture, bad jobs, and on and on. They are obviously miserable and loathe themselves. However, if they learn to eat broccoli, they will be wealthy, successful, and attractive. <br /><br />TLC ought to be ashamed of themselves for this blatant exploitation of parental fears and guilt. If nutrition is really that important, they should be able to develop a show using honest and truthful methods. If they really believed in their computer simulations, I'd like to see them do a double-blind test by finding some 40-year-olds, finding out what their eating and exercise habits were as children, and age-progressing the kids' photos. Then compare to the real things. Hey, that sounds like a project for Mythbusters! Discovery Channel--are you listening?<br /><br />TLC must stand for Tabloid Lies and Cons.",negative
"I saw this film last night (about 102 minutes) and don't know what kept me in my seat. I guess I just expected a film with Gere would have some value in it eventually but nothing of value ever came on the screen. The story is a silly excuse to pile on shot after shot of bondage and torture. There is not a character in the film that does anything like real life. The cutting ""style"" relies on jump cuts, mini flashbacks and overprinting to give weight to this vapid setup of a gang of sadists apparently running free for years and SURPRISE the leader is the ""victim"" of an executed killer. I don't see how Gere, a Buddhist, got involved in this violent, sexist trash.",negative
"It is high time that American critics and fans alike start to debunk their unquestioned, sloppy veneration of films like Sergio Leone's 'Once Upon a Time in America'. The checkered history of this opulent film (and the grand, fanciful myth associated with it's production and many versions) belies its mediocrity on a narrative level. The film lurches backward and forward in fits and starts, its central figures adrift and seemingly out of place surrounded by the ersatz decadence of towering sets, the minutia of production detail and the, by 1984, cliche'd but gorgeous cinematographic confection on offer to the audience. The plot's time frame is confusing, gimmicky and laboured, leading some critics to imagine the Noodles figure's opium binging to be the antecedent of some future 'dream reality' as well as the sepia-toned remembrances. This ham handed, overly fan boy-apologetic interpretation glosses over the glaring narrative irregularities on display. Even at this full (?) running time, figures appear and disappear with alarming suddenness: the Deborah character is fleetingly established in child form, a cold and unattainable 'trophy' female, not even hinting at the gravity with which she will re-establish her relationship with a post-prison Noodles, the said re-union henceforth rings completely false. The deadening pace is somewhat to blame, certain sequences drag along stagnantly for far too long, signifying very little, hinting at a director with so little restraint and narrative economy that he often feels obligated to usurp every iota of screen time possible in order to show off his production, fatal for a film that contains figures so sullen and aloof. The trajectory of the figures' lives is presented to us as a microcosm mirroring the historical trajectory of America's teens through prohibition and its spoils, ending with the (arguable) ruin of its moribund central figures (save Deborah- a make up department fumble or intentional one wonders). This notion is commonplace, even banal. The cast of characters as imagined in the one note script (written by seven Italians no less) are flatly and awkwardly played by all but the younger actors, who at least venture a few variant facial expressions. This is understandable given the almost unworkable material. Some critics state that the characters may seem so impenetrably self-absorbed, but actively seek their own goals, assuming the compliance of others (e.g. when Noodles gets out of prison, Max picks him up and offers him a hooker without asking him whether or not this is what he desires and later makes deals assuming Noodles will comply). This explanation of their abrupt, abrasive dispositions is unsatisfactorily extraneous and merely serves to highlight the complicated ends the films unwavering supporters will go to to defend their positions regarding a film unfortunately short on sense. Although Ennio Morricone's score is much revered, it is undeniably schmaltzy and repetitive, it gushes with an emotional redolence that the scenes themselves, many violent, just do not warrant. At points it is questionable whether or not Morricone was watching the same film I was so incongruous is his work. As a paean to American Filmmaking, it succeeds in terms of mood (helped by a few strokes of masterful editing segueing between time periods) and visuals (not helped by said score) but lacks narrative cohesion and fluidity.",negative
